,text
1426,"The two of them walk along a corridor together and watch through the windows at the Candy Kingdom making preparations for war. A metal helmet is lowered over the head of one of the Gumball Guardians using a pulley system, overseen by Princess Bubblegum. The guardian taps the helmet and gives a thumbs up."
1427,"Finn says Jake, it's up to us to fix things with Uncle Gumbald."
1428,Jake says Didn't he try to kill you with monsters made out of your own baby teeth?
1429,They watch two armored banana guards sparring outside.
1430,Banana Guard 1 says Take that banana face!
1431,"Banana Guard 2 says Uncertainly Uh, take this, you banana face."
1432,Finn says Does everyone have to get caught up in this mentality? I'm going to march right over to Gumbaldia on a last-ditch diplomatic mission. Want to come?
1433,"Jake says Excitedly Do I? He climbs onto Finn's head and shape-shifts to look like Finn's hat. This is cute, right?"
1434,Finn says You bet! And that's the number one priority for kick-butt diplomacy - the cuteness offensive!
1435,The scene changes. Finn approaches Gumbaldia with Jake still stretched over his head.
1436,"Finn says Hey, this is kinda backwards, right?"
1437,Jake says How so?
1438,"Finn says I used to be all about violence. Now it's, like, I'm different."
1439,Jake says You're a beautiful flower and I love to watch you grow.
1440,Finn hums to himself as he reaches the entrance to the ziggurat at the center of Gumbaldia.
1441,Unknown voice says Halt!
1442,Finn says Gumbald?
1443,"Jake stretches out his arms and points Finn's head in the direction of the entrance, and clicks his tongue. The Green Knight emerges from the shadows, menacingly."
1444,Green Knight says None shall pass.
1445,Finn says Growling Fern.
1446,Jake says Whispering to Finn Cuteness offensive. He clicks his tongue again.
1447,Finn says Sighs Okay. Calling out to the Green Knight. I don't wanna fight! I'm just here to see your boss.
1448,The Green Knight approaches
1449,"Finn says Fern, I know we have beef, but let's just talk. I didn't even know you were alive."
1450,Green Knight says Scoffs You thought you had beaten me? He shapes his arm into a blade. Me?!
1451,Finn draws the Night Sword and they begin to duel.
1452,Green Knight says Cool sword.
1453,Lolly is seen viewing the fight from a balcony.
1454,"Finn says Fern, stop!"
1455,"The Green Knight draws his axe and Finn backflips out of the way as it comes crashing down, then blocks a follow-up attack."
1456,"Green Knight says I used to want to be you. Now I'm a better you! He opens his helmet, revealing Fern's face. I've proved it. There's nothing you have that I don't."
1457,"Jake rams Fern with his shapeshifting powers, sending him flying."
1458,"Jake says Retracting back over Finn's face Bark! Bark, bark, bark, bark! Bark, bark, baraaaah!"
1459,Lolly says Boys! Boys! She walks out onto the terrace above the fighting. Stop all this roughhousing!
1460,"Fern says Sighs Yes, Aunt Lolly."
1461,"Finn says ""Aunt Lolly"" - she sounds kind of like mom, yeah?"
1462,Fern says Hey! She was my mom too!
1463,"Finn says I know, man. We're like family. So why are we fighting?"
1464,"Fern looks away and covers his face again with a sigh, before returning into the darkness."
1465,Lolly says Walking down the steps to meet Finn and Jake Sorry about him. Now what's a sweet boy like you doing here?
1466,"Finn says I'm trying to stop this ridiculous war. I mean, this whole thing is crazy, right?"
1467,"Lolly says Between you and me, honey, I don't want war either."
1468,Scene changes. Lolly leads Finn down a corridor.
1469,"Lolly says Gumbald is becoming so paranoid and erratic. All he talks about is baking that wretched, wretched cake. Maybe you can talk some sense into him."
1470,Finn says Did you say he's baking a cake?
1471,"Lolly opens the door into a room where Chicle is painting a portrait of Gumbald. Gumbald himself is sat on a horse, modelling for the portrait."
1472,Chicle says Aah! A breach! Running away But my secret plan is to never die!
1473,"Gumbald says So, it begins. He taps a button on his wrist and an alarm starts blaring."
1474,Finn says Wait! I'm a diplomacy boy today!
1475,Lolly says Gumbald! He's just here to talk. She takes his wrist and turns off the alarm.
1476,Gumbald says Snatching away his wrist Traitor!
1477,Lolly says I think we can trust him.
1478,"Lolly begins whispering indistinctly into Gumbald's ear, glancing back at Finn and Jake. Jake idly messes around with his shapeshifting abilities while they whisper, taking the form of various hats on Finn's head."
1479,Finn says Whispering to Jake Stop.
1480,"Gumbald says To Finn I'll hear your case boy, but I've got a busy day. We'll have to walk and talk."
1481,Gumbald dismounts from the horse. Lolly gives Finn an uncertain thumbs up. The scene changes to Gumbald leading Finn down another corridor.
1482,"Finn says Look, PB doesn't want to attack you. You're gum from the same sidewalk. Like, just look at this bomb secret laboratory over here. This is exactly the kind of thing PB would have."
1483,"Gumbald says Slams the door to the laboratory so that Finn can't see inside, and holds up photographs of the Candy Kingdom's war preparations. Then why is she building up her arms? He scatters the photos at Finn's feet. He points at his arm. You see this? This is her forcing my hand. He grabs his wrist and moves it back and forth."
1484,Finn says But that's exactly what she's saying. You're both so unreasonable.
1485,"Gumbald says You want unreasonable? Get a load of my unreasonably bad boy battle automaton! Her name is The Cake. He gestures up at The Cake, which fills the chamber they are now standing in. My niece would never have the ambition for a project like this. But ambition is my whole deal! You want a closer look, boy? I grant it to you."
1486,"Finn, Jake, and Gumbald board a platform and it begins to carry them upwards."
1487,Gumbald says This magnificent dessert shall make the whole war relatively swift and painless.
1488,Finn says So there's truly nothing I can say to change your mind?
1489,"Gumbald says Princess Bubblegum has made her bed, and now she must lie in it. But not get back up because she'll be dead. Laughs evilly."
1490,Finn says I was wrong about you. You're nothing like Bonnie.
1491,Gumbald says Wait. She'll have her cake and eat it too - because she'll be dead! The Cake makes her dead!
1492,There is a thud and the platform lurches. Finn and Gumbald both cry out.
1493,Gumbald says What the -
1494,"One of the ropes snaps and Finn and Gumbald are both thrown off the platform, screaming. Jake, who is still on Finn's head, latches onto the platform while Finn falls."
1495,"Gumbald says No! No, no, no, no, no! Aah!"
1496,"Finn catches Gumbald, and Jake slowly lowers them both to the ground by Finn's neck."
1497,"Finn says Ow, ow, ow, ow, ow, ow, ow, ow, ow, ow, ow. The pain is astonishing."
1498,Gumbald says You could have let me die and saved your princess a lot of trouble. Maybe there is a way to co-exist after all.
1499,Finn says Looking straight ahead. Hey-o. That's what I like to hear. Sorry. I'm worried if I turn my neck my head might snap off.
1500,"All three laugh. The Green Knight is shown perched above the chamber. The scene changes. Finn and Jake are eating a banquet with Gumbald, Lolly, and Chicle. Jake is still on Finn's head. They are all laughing together."
1501,"Finn says So Jake is literally inside me, controlling my body and I'm standing in front of my girlfriend's entire family."
1502,Gumbald says Apparently engrossed in the story No!
1503,Finn says This is my first ever girlfriend. I really want her to like me.
1504,Jake says So then I made him do a diaper baby dance! Laughs
1505,Everyone except Finn joins the laughter.
1506,Chicle says You're as funny as me - the funny one!
1507,"Finn says Thanks, Chicle. But, if I could get serious for a second -"
1508,"Gumbald says No need, Finn. Your example has said more than words ever could. Chicle, fetch the celebration bucket. I declare all hostilities between Gumbaldia and the Candy Kingdom ended. He presses a button on his wrist and confetti falls from the ceiling."
1509,Finn says Yeah!
1510,Jake says Whoo-hoo!
1511,Chicle says Celebration bucket! He throws a bucket of glittery pink liquid over Finn and Jake.
1512,Gumbald says Be sure to give Bonnie a big hug from me when you tell her.
1513,Finn says You guys are goofballs.
1514,Jake says Shaking himself off. Blblblblbl!
1515,"As the liquid is scattered over the room, Gumbald and Lolly stand up suddenly and shield themselves with their cloaks. Chicle doesn't manage to find shelter and is splashed by the liquid."
1516,Chicle says Gasps Don't look at me! He runs to an adjacent room and slams the door. Pink smoke poofs out from underneath. Everyone else is silent for a second.
1517,Lolly says Now there's a guy who - who really cares about his hair!
1518,"Finn and Jake says Together Oh, cousin Chicle!"
1519,"Jake says Man, I almost thought that was something really serious."
1520,"The scene changes back to the Candy Kingdom. It is evening, and Princess Bubblegum is holding a peace treaty while she talks to Finn and Jake."
1521,"Princess Bubblegum says I don't believe it. A signed peace treaty? Finn, you're amazing. I could hug you right no- ...Did you stop at a craft store on the way here?"
1522,"Finn says Oh, the glitter juice. It's part of a weird Gumbaldia treaty-signing ritual. Once I got to know him, your uncle was actually pretty cool. As I get older, I see the most important thing is to empathize with my friends and enemies. Like, co-exist instead of cutting off people's heads and stuff."
